"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Methanosarcina horonobensis",12,258,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","horonobensis"
"Methanosarcina lacustris",6,123,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","lacustris"
"Methanosarcina mazei",13,738,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","mazei"
"Methanosarcina siciliae",14,328,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","siciliae"
"Methanosarcina sp. MTP4",13,416,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","sp. MTP4"
"Methanothrix harundinacea",6,146,"Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales","Methanotrichaceae","Methanothrix","harundinacea"
"Methanothrix soehngenii",6,100,"Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales","Methanotrichaceae","Methanothrix","soehngenii"
"Methanothrix thermoacetophila",4,60,"Archaea","Euryarchaeota","Methanomicrobia","Methanotrichales","Methanotrichaceae","Methanothrix","thermoacetophila"
"Pyrococcus abyssi",3,48,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","abyssi"
"Pyrococcus kukulkanii",2,48,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","kukulkanii"
"Pyrococcus sp. NA2",3,34,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","sp. NA2"
"Pyrococcus yayanosii",3,46,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","yayanosii"
"Thermococcus barophilus",4,64,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","barophilus"
"Thermococcus camini",4,161,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","camini"
"Thermococcus celer",4,61,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","celer"
"Thermococcus cleftensis",2,30,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","cleftensis"
"Thermococcus gammatolerans",4,71,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","gammatolerans"
"Thermococcus gorgonarius",3,59,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","gorgonarius"
"Thermococcus guaymasensis",4,52,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","guaymasensis"
"Thermococcus henrietii",4,117,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","henrietii"
"Thermococcus kodakarensis",6,156,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","kodakarensis"
"Thermococcus litoralis",4,117,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","litoralis"
"Thermococcus onnurineus",3,60,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","onnurineus"
"Thermococcus pacificus",3,46,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","pacificus"
"Thermococcus peptonophilus",2,41,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","peptonophilus"
"Thermococcus piezophilus",2,32,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","piezophilus"
"Thermococcus profundus",2,30,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","profundus"
"Thermococcus radiotolerans",2,34,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","radiotolerans"
"Thermococcus siculi",9,191,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","siculi"
"Thermococcus sp. 2319x1",2,47,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","sp. 2319x1"
"Thermococcus sp. AM4",3,54,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","sp. AM4"
"Thermococcus sp. P6",2,22,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","sp. P6"
"Thermococcus thioreducens",6,141,"Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","thioreducens"
"Conexivisphaera calida",3,46,"Archaea","Thaumarchaeota","Conexivisphaeria","Conexivisphaerales","Conexivisphaeraceae","Conexivisphaera","calida"
"Candidatus Nitrosopelagicus brevis",2,22,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus","brevis"
"Candidatus Nitrosotalea okcheonensis",2,22,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosotalea","okcheonensis"
"Nitrosarchaeum sp. AC2",3,46,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum","sp. AC2"
"Nitrosopumilus adriaticus",2,56,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","adriaticus"
"Nitrosopumilus Candidatus Nitrosopumilus sediminis",2,22,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Candidatus Nitrosopumilus sediminis"
"Nitrosopumilus maritimus",2,21,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","maritimus"
"Nitrosopumilus oxyclinae",3,48,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","oxyclinae"
"Nitrosopumilus ureiphilus",4,54,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","ureiphilus"
"Candidatus Nitrosocosmicus franklandus",8,134,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","franklandus"
"Candidatus Nitrosocosmicus hydrocola",5,74,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","hydrocola"
"Candidatus Nitrosocosmicus oleophilus",4,113,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","oleophilus"
"Nitrososphaera Candidatus Nitrososphaera evergladensis",2,24,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera evergladensis"
"Nitrososphaera Candidatus Nitrososphaera gargensis",2,28,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera gargensis"
"Nitrososphaera viennensis",2,58,"Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","viennensis"
"Acidisarcina polymorpha",13,512,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidisarcina","polymorpha"
"Acidobacterium capsulatum",13,390,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidobacterium","capsulatum"
"Acidobacterium sp. 4Y35",13,490,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Acidobacterium","sp. 4Y35"
"Candidatus Koribacter versatilis",15,698,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Candidatus Koribacter","versatilis"
"Edaphobacter sp. 12200R-103",15,1037,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter","sp. 12200R-103"
"Edaphobacter sp. 4G125",13,316,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter","sp. 4G125"
"Granulicella mallensis",14,499,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","mallensis"
"Granulicella sp. 5B5",14,558,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","sp. 5B5"
"Granulicella sp. WH15",15,621,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","sp. WH15"
"Granulicella tundricola",13,368,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella","tundricola"
"Terriglobus albidus",15,502,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","albidus"
"Terriglobus roseus",15,918,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","roseus"
"Terriglobus saanensis",14,595,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus","saanensis"
"Paludibaculum fermentans",15,1080,"Bacteria","Acidobacteria","Acidobacteriia","Bryobacterales","Bryobacteraceae","Paludibaculum","fermentans"
"Sulfidibacter corallicola",15,1024,"Bacteria","Acidobacteria","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Sulfidibacter","corallicola"
"Thermotomaculum hydrothermale",9,224,"Bacteria","Acidobacteria","Holophagae","Thermotomaculales","Thermotomaculaceae","Thermotomaculum","hydrothermale"
"Luteitalea pratensis",14,946,"Bacteria","Acidobacteria","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","pratensis"
"Luteitalea sp. TBR-22",15,1164,"Bacteria","Acidobacteria","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","sp. TBR-22"
"Acidimicrobium ferrooxidans",12,218,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidimicrobium","ferrooxidans"
"Actinomarinicola tropica",14,666,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola","tropica"
"Aquihabitans sp. G128",15,772,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans","sp. G128"
"Aquihabitans sp. Kera 3",14,782,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans","sp. Kera 3"
"Iamia sp. SCSIO 61187",14,1020,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia","sp. SCSIO 61187"
"Ilumatobacter coccineus",14,678,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Ilumatobacter","coccineus"
"Acidothermus cellulolyticus",11,372,"Bacteria","Actinobacteria","Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","cellulolyticus"
"Actinobaculum sp. 313",13,439,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinobaculum","sp. 313"
"Actinomyces faecalis",13,396,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","faecalis"
"Actinomyces gaoshouyii",10,221,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","gaoshouyii"
"Actinomyces howellii",13,304,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","howellii"
"Actinomyces lilanjuaniae",12,380,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","lilanjuaniae"
"Actinomyces marmotae",12,295,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","marmotae"
"Actinomyces naeslundii",13,1401,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","naeslundii"
"Actinomyces oris",12,3873,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","oris"
"Actinomyces pacaensis",12,346,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","pacaensis"
"Actinomyces procaprae",14,731,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","procaprae"
"Actinomyces qiguomingii",13,704,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","qiguomingii"
"Actinomyces radicidentis",13,1154,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","radicidentis"
"Actinomyces respiraculi",12,528,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","respiraculi"
"Actinomyces slackii",13,464,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","slackii"
"Actinomyces sp. 432",14,651,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. 432"
"Actinomyces sp. Chiba101",11,284,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. Chiba101"
"Actinomyces sp. HMT 175",2,114,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. HMT 175"
"Actinomyces sp. MAS-1",13,427,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. MAS-1"
"Actinomyces sp. oral taxon 169",8,342,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 169"
"Actinomyces sp. oral taxon 171",11,730,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 171"
"Actinomyces sp. oral taxon 414",14,1602,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 414"
"Actinomyces sp. oral taxon 897",7,481,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. oral taxon 897"
"Actinomyces sp. Z16",12,866,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. Z16"
"Actinomyces sp. zg-332",7,125,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","sp. zg-332"
"Actinomyces trachealis",11,401,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","trachealis"
"Actinomyces viscosus",15,2691,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","viscosus"
"Actinomyces weissii",14,520,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","weissii"
"Actinomyces wuliandei",11,261,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","wuliandei"
"Actinotignum schaalii",13,454,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinotignum","schaalii"
"Arcanobacterium haemolyticum",13,880,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium","haemolyticum"
"Arcanobacterium phocae",6,166,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium","phocae"
"Arcanobacterium phocisimile",11,353,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium","phocisimile"
"Arcanobacterium sp. 2701",6,122,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium","sp. 2701"
"Boudabousia tangfeifanii",12,284,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Boudabousia","tangfeifanii"
"Changpingibacter yushuensis",14,1002,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Changpingibacter","yushuensis"
"Fannyhessea vaginae",15,440,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Fannyhessea","vaginae"
"Flaviflexus ciconiae",13,403,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","ciconiae"
"Flaviflexus salsibiostraticola",14,1153,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","salsibiostraticola"
"Flaviflexus sp. dk850",10,548,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Flaviflexus","sp. dk850"
"Mobiluncus curtisii",15,901,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Mobiluncus","curtisii"
"Nanchangia anserum",13,392,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Nanchangia","anserum"
"Pauljensenia hongkongensis",14,1403,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Pauljensenia","hongkongensis"
"Schaalia cardiffensis",14,549,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","cardiffensis"
"Schaalia meyeri",13,692,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","meyeri"
"Schaalia odontolytica",15,1414,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","odontolytica"
"Schaalia sp. 19OD2882",15,612,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. 19OD2882"
"Schaalia sp. JY-X169",12,312,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. JY-X169"
"Schaalia sp. ZJ405",15,402,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","sp. ZJ405"
"Schaalia turicensis",14,1957,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","turicensis"
"Trueperella bialowiezensis",13,316,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","bialowiezensis"
"Trueperella pecoris",15,871,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","pecoris"
"Trueperella pyogenes",15,2021,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","pyogenes"
"Actinopolyspora erythraea",12,420,"Bacteria","Actinobacteria","Actinomycetia","Actinopolysporales","Actinopolysporaceae","Actinopolyspora","erythraea"
"Bifidobacterium actinocoloniiforme",15,1864,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","actinocoloniiforme"
"Bifidobacterium adolescentis",15,275339,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"Bifidobacterium angulatum",15,1826943,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","angulatum"
"Bifidobacterium animalis",15,35892,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"Bifidobacterium asteroides",15,4128,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","asteroides"
"Bifidobacterium bifidum",15,62543,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum"
"Bifidobacterium breve",15,58971,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
